log,fullmove,ply,side,fen,move,rank,score_cp,gap_cp,target_oracle_moves,target_reference_moves,target_candidate_moves,target_worst_diff,target_hits
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,a1c1,27,-851,706,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,b7b6,28,-851,706,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,b7b5,29,-874,729,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,a1b1,30,-881,736,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,a1e1,31,-887,742,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,a1f1,32,-896,751,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,a1h1,33,-1025,880,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,a1d1,34,-1204,1059,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,a1a2,35,-31992,31847,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,a1b2,36,-31994,31849,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
Hypersion_vs_EnyoBot_npmgxvIO.log,49,97,Black,8/1p1k4/4p3/3pP3/4B3/2P3r1/3QK2R/q7 b - - 8 49,d5d4,37,-31995,31850,d7c7;d7c7,a1c3;a1c3,a1g1;g3g1,-168,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,b6d7,1,-94,0,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,a7c7,2,-105,11,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,d8e8,3,-138,44,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,b6c8,4,-161,67,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,g5e4,5,-233,139,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,a8c8,6,-239,145,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,c5c4,7,-248,154,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,a7b7,8,-253,159,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,a7e7,9,-291,197,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,d8e7,10,-302,208,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,g5f3,11,-316,222,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,a8b8,12,-336,242,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,a7b8,13,-354,260,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,g5e6,14,-382,288,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,g5f7,15,-395,301,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,d8c7,16,-402,308,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,g5h3,17,-405,311,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,b6d5,18,-433,339,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,b6a4,19,-435,341,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,a7d7,20,-516,422,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,b6c4,21,-544,450,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,g5h7,22,-672,578,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,a7a6,23,-743,649,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
caissa-x_vs_EnyoBot_0waEuGxc.log,48,95,Black,r2k4/q5p1/1n1p1pPp/pPpPpBnP/P3P3/1N2P3/R7/2QK4 b - - 17 48,a7f7,24,-825,731,b6d7;b6d7,b6c8;b6c8,g5f3;a7b8,-160,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,e4f3,1,-463,0,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,h3c8,2,-500,37,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,h3d7,3,-538,75,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,e4e3,4,-549,86,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,h3g2,5,-562,99,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,h3f5,6,-574,111,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,e4d4,7,-596,133,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,h3f1,8,-597,134,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,h3e6,9,-680,217,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,e4d3,10,-1118,655,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,70,138,White,8/2p5/1p1p2n1/1P1P2k1/4K2p/7B/8/8 w - - 4 70,h3g4,11,-31985,31522,e4f3;e4f3,e4f3;e4f3,h3g2;h3g2,-143,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,57,112,White,8/5p1k/3p1P1P/8/p5P1/Kb3P2/8/2r5 w - - 0 57,g4g5,1,-823,0,a3b2;a3b2;a3b2,a3b4;a3b4;a3b4,g4g5;g4g5;g4g5,-135,3
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,57,112,White,8/5p1k/3p1P1P/8/p5P1/Kb3P2/8/2r5 w - - 0 57,a3b4,2,-833,10,a3b2;a3b2;a3b2,a3b4;a3b4;a3b4,g4g5;g4g5;g4g5,-135,3
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,57,112,White,8/5p1k/3p1P1P/8/p5P1/Kb3P2/8/2r5 w - - 0 57,a3b2,3,-877,54,a3b2;a3b2;a3b2,a3b4;a3b4;a3b4,g4g5;g4g5;g4g5,-135,3
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,57,112,White,8/5p1k/3p1P1P/8/p5P1/Kb3P2/8/2r5 w - - 0 57,f3f4,4,-958,135,a3b2;a3b2;a3b2,a3b4;a3b4;a3b4,g4g5;g4g5;g4g5,-135,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,g4h3,1,-31990,0,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,h4g3,2,-31991,1,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,g4h5,3,-31992,2,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,g4d1,4,-31992,2,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,h4h3,5,-31992,2,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,g7h7,6,-31993,3,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,g4f3,7,-31993,3,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,g4e2,8,-31993,3,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,g7h8,9,-31994,4,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
stage270_vs_EnyoBot_kp3inZBb.log,62,123,Black,8/6k1/1R6/P2B1p2/5Pbp/4K1P1/8/8 b - - 0 62,g7f8,10,-31994,4,h4h3;h4h3;h4h3,h4h3;h4h3;h4h3,h4g3;h4g3;h4g3,-127,3
